locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Warszawa Praga-Południe,ul. Ostrobramska,2pok.,49m²,700 000,14 286,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-ostrobramska-2-pokojowe-d3s5y5,https://s2.adresowa.pl/oi/24/7f/3a0a34_6c3c_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-ostrobramska.jpg
Warszawa Białołęka,ul. Geodezyjna,3pok.,53m²,800 000,14 967,owner,ponad tydzień temu,37,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-geodezyjna-3-pokojowe-q7q9r6,https://s2.adresowa.pl/oi/1d/1f/39e124_9b27_cover-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-geodezyjna.jpg
Warszawa Bielany,,4pok.,57m²,795 000,13 947,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bielany-4-pokojowe-57-m2-a1g5n5,https://s2.adresowa.pl/oi/65/47/39e110_b7b9_cover-4-pokojowe-mieszkanie-warszawa-bielany.jpg
Warszawa Bemowo,,3pok.,56m²,719 000,12 932,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-3-pokojowe-55-m2-p5h9u5,https://s2.adresowa.pl/oi/3a/43/3a0a36_fb7b_cover-3-pokojowe-mieszkanie-warszawa-bemowo.jpg
Warszawa Śródmieście,ul. Przechodnia,2pok.,27m²,621 000,23 000,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-przechodnia-2-pokojowe-d7w3m9,https://s2.adresowa.pl/oi/2c/23/3a09ba_9979_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-przechodnia.jpg
Warszawa Muranów,,2pok.,30m²,760 000,25 333,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-muranow-2-pokojowe-30-m2-t0v3k0,https://s2.adresowa.pl/oi/22/23/3a098c_7d3e_cover-2-pokojowe-mieszkanie-warszawa-muranow.jpg
Warszawa Praga,ul. Karola Darwina,2pok.,44m²,580 000,13 075,owner,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-warszawa-praga-ul-karola-darwina-2-pokojowe-q7v0c9,https://s2.adresowa.pl/oi/79/3c/39e0fe_2b18_cover-2-pokojowe-mieszkanie-warszawa-praga-ul-karola-darwina.jpg
Warszawa Śródmieście,ul. Emilii Plater,3pok.,46m²,999 000,21 760,owner,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-emilii-plater-3-pokojowe-j4d3w8,https://s2.adresowa.pl/oi/47/61/39dc70_6898_cover-3-pokojowe-mieszkanie-warszawa-srodmiescie-ul-emilii-plater.jpg
Warszawa Praga-Południe,ul. Jana Nowaka-Jeziorańskiego,2pok.,57m²,1 182 850,20 752,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-jana-nowaka-jezioranskiego-2-pokojowe-p3w4l4,https://s2.adresowa.pl/oi/49/13/3a08e6_5749_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-jana-nowaka-jezioranskiego.jpg
Warszawa Olszynka Grochowska,,4pok.,78m²,1 287 000,16 500,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-olszynka-grochowska-4-pokojowe-78-m2-m2k1a9,https://s2.adresowa.pl/oi/3e/39/3a0886_403e_cover-4-pokojowe-mieszkanie-warszawa-olszynka-grochowska.jpg
Warszawa Bemowo,,4pok.,62m²,930 000,15 000,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-4-pokojowe-62-m2-k6s4s0,https://s2.adresowa.pl/oi/42/39/3a0846_99d0_cover-4-pokojowe-mieszkanie-warszawa-bemowo.jpg
Warszawa Targówek,ul. Rusiecka,1pok.,22m²,324 000,14 464,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-rusiecka-1-pokoj-m2o9c6,https://s2.adresowa.pl/oi/1e/16/39dc6c_d980_cover-1-pokojowe-mieszkanie-warszawa-targowek-ul-rusiecka.jpg
Warszawa Mokotów,ul. Czerniakowska,3pok.,58m²,729 000,12 547,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-czerniakowska-3-pokojowe-q9h6f8,https://s2.adresowa.pl/oi/45/7f/39dc64_543a_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-czerniakowska.jpg
Warszawa Włochy,ul. Fasolowa,3pok.,59m²,899 000,15 263,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-fasolowa-3-pokojowe-p9m6g1,https://s2.adresowa.pl/oi/49/42/3a082a_def8_cover-3-pokojowe-mieszkanie-warszawa-wlochy-ul-fasolowa.jpg
Warszawa Wola,ul. Srebrna,2pok.,37m²,1 150 000,31 421,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-srebrna-2-pokojowe-u7q5g0,https://s2.adresowa.pl/oi/63/7e/3a07f2_a6e9_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-srebrna.jpg
Warszawa Bielany,ul. Kiełpińska,2pok.,37m²,530 000,14 469,owner,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-kielpinska-2-pokojowe-h3w6j0,https://s2.adresowa.pl/oi/4c/21/3a07f0_fc0a_cover-2-pokojowe-mieszkanie-warszawa-bielany-ul-kielpinska.jpg
Warszawa Białołęka,ul. Marii Callas,2pok.,40m²,450 000,11 307,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-marii-callas-2-pokojowe-y8s2c8,https://s2.adresowa.pl/oi/13/38/39dc0a_f55e_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-marii-callas.jpg
Warszawa Targówek,ul. Krzesiwa,4pok.,67m²,1 325 000,19 776,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-krzesiwa-4-pokojowe-z0y8c2,https://s2.adresowa.pl/oi/47/1b/39dc08_4c7d_cover-4-pokojowe-mieszkanie-warszawa-targowek-ul-krzesiwa.jpg
Warszawa Praga-Południe,ul. Ostrobramska,3pok.,70m²,840 000,12 069,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-ostrobramska-3-pokojowe-m9l0i8,https://s2.adresowa.pl/oi/15/66/3a0758_7a4c_cover-3-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-ostrobramska.jpg
Warszawa Białołęka,ul. Głębocka,3pok.,67m²,730 000,10 896,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-glebocka-3-pokojowe-n1g3j5,https://s2.adresowa.pl/oi/67/3d/3a069e_eef0_cover-3-pokojowe-mieszkanie-warszawa-bialoleka-ul-glebocka.jpg
Warszawa Tarchomin,ul. Nagodziców,2pok.,47m²,699 000,14 872,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-nagodzicow-2-pokojowe-u6e7y6,https://s2.adresowa.pl/oi/6b/76/3a0686_e30b_cover-2-pokojowe-mieszkanie-warszawa-tarchomin-ul-nagodzicow.jpg
Warszawa Praga,,2pok.,47m²,599 000,12 745,owner,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-warszawa-praga-2-pokojowe-47-m2-n8b8g1,https://s2.adresowa.pl/oi/30/13/39db40_fd20_cover-2-pokojowe-mieszkanie-warszawa-praga.jpg
Warszawa,ul. Obrońców Tobruku,1pok.,36m²,649 000,18 028,owner,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-warszawa-ul-obroncow-tobruku-1-pokoj-w5y9f2,https://s2.adresowa.pl/oi/54/17/39db2a_99ce_cover-1-pokojowe-mieszkanie-warszawa-ul-obroncow-tobruku.jpg
Warszawa Muranów,al. Jana Pawła II,2pok.,64m²,1 370 000,21 406,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-muranow-al-jana-pawla-ii-2-pokojowe-i0g2a5,https://s2.adresowa.pl/oi/75/6f/3a0618_860f_cover-2-pokojowe-mieszkanie-warszawa-muranow-al-jana-pawla-ii.jpg
Warszawa Wola,ul. Jana Kazimierza,2pok.,53m²,950 000,17 925,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-jana-kazimierza-2-pokojowe-d2m5w0,https://s2.adresowa.pl/oi/22/4f/3a0606_e530_cover-2-pokojowe-mieszkanie-warszawa-wola-ul-jana-kazimierza.jpg
Warszawa Tarchomin,ul. Poetów,2pok.,45m²,699 000,15 533,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-poetow-2-pokojowe-e8t1v8,https://s2.adresowa.pl/oi/56/5a/3a05cc_c698_cover-2-pokojowe-mieszkanie-warszawa-tarchomin-ul-poetow.jpg
Warszawa Włochy,ul. Wagonowa,1pok.,32m²,670 000,21 109,owner,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-wagonowa-1-pokoj-d6h0l4,https://s2.adresowa.pl/oi/18/4a/39d768_800a_cover-1-pokojowe-mieszkanie-warszawa-wlochy-ul-wagonowa.jpg
Warszawa Włochy,ul. Fasolowa,3pok.,62m²,820 000,13 269,owner,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-fasolowa-3-pokojowe-m4k6c3,https://s2.adresowa.pl/oi/72/4d/39d5c0_7970_cover-3-pokojowe-mieszkanie-warszawa-wlochy-ul-fasolowa.jpg
Warszawa Praga-Południe,ul. Grenadierów,1pok.,25m²,485 000,19 796,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-grenadierow-1-pokoj-t4i4r1,https://s2.adresowa.pl/oi/16/64/3a05ba_d605_cover-1-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-grenadierow.jpg
Warszawa Praga-Północ,ul. Kamienna,1pok.,25m²,450 000,18 000,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-kamienna-1-pokoj-s1z1z7,https://s2.adresowa.pl/oi/47/7e/3a0474_31d6_cover-1-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-kamienna.jpg
Warszawa Praga-Południe,ul. Afrykańska,3pok.,48m²,850 000,17 708,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-afrykanska-3-pokojowe-l9v6s9,https://s2.adresowa.pl/oi/65/23/3a0128_9963_cover-3-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-afrykanska.jpg
Warszawa Bemowo,ul. Obrońców Tobruku,2pok.,46m²,680 000,14 687,owner,ponad tydzień temu,,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-obroncow-tobruku-2-pokojowe-s6k9y8,https://s2.adresowa.pl/oi/54/4f/39d5bc_3411_cover-2-pokojowe-mieszkanie-warszawa-bemowo-ul-obroncow-tobruku.jpg
Warszawa Śródmieście,ul. Solec,1pok.,21m²,440 000,20 952,owner,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-solec-1-pokoj-m2b3o2,https://s2.adresowa.pl/oi/54/4e/39d5ba_d55b_cover-1-pokojowe-mieszkanie-warszawa-srodmiescie-ul-solec.jpg
Warszawa Wawer,ul. Pod Brzozami,4pok.,91m²,1 390 000,15 208,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-wawer-ul-pod-brzozami-4-pokojowe-w2m4s3,https://s2.adresowa.pl/oi/75/48/3a00c6_c9fe_cover-4-pokojowe-mieszkanie-warszawa-wawer-ul-pod-brzozami.jpg
Warszawa Tarchomin,ul. Odkryta,1pok.,31m²,480 000,15 686,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-ul-odkryta-1-pokoj-l9q5b2,https://s2.adresowa.pl/oi/21/63/3a00ae_34e3_cover-1-pokojowe-mieszkanie-warszawa-tarchomin-ul-odkryta.jpg
Warszawa Śródmieście,ul. Biała,2pok.,50m²,1 500 000,30 000,owner,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-biala-2-pokojowe-j3f6t5,https://s2.adresowa.pl/oi/2f/68/3a009a_87b2_cover-2-pokojowe-mieszkanie-warszawa-srodmiescie-ul-biala.jpg
Warszawa Bemowo,ul. Szeligowska,3pok.,57m²,950 000,16 793,owner,ponad tydzień temu,21,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-szeligowska-3-pokojowe-a9m3l1,https://s2.adresowa.pl/oi/35/19/39d546_c671_cover-3-pokojowe-mieszkanie-warszawa-bemowo-ul-szeligowska.jpg
Warszawa Mokotów,ul. Komputerowa,2pok.,42m²,924 000,22 000,owner,ponad tydzień temu,23,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-komputerowa-2-pokojowe-h4z4b3,https://s2.adresowa.pl/oi/25/3b/39d544_e2b8_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-komputerowa.jpg
Warszawa Wola,ul. Studzienna,5pok.,94m²,1 750 000,18 617,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-studzienna-5-pokojowe-a0b4t6,https://s2.adresowa.pl/oi/7e/4a/3a0080_c61d_cover-5-pokojowe-mieszkanie-warszawa-wola-ul-studzienna.jpg
Warszawa Wilanów,ul. Księdza Prymasa Augusta Hlonda,3pok.,69m²,1 500 000,21 739,owner,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-ksiedza-prymasa-augusta-hlonda-3-pokojowe-h3i6a0,https://s2.adresowa.pl/oi/45/53/3a007c_5b74_cover-3-pokojowe-mieszkanie-warszawa-wilanow-ul-ksiedza-prymasa-augusta-hlonda.jpg
Warszawa Okęcie,ul. Marcina Flisa,2pok.,34m²,590 000,17 353,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-okecie-ul-marcina-flisa-2-pokojowe-c6d3v8,https://s2.adresowa.pl/oi/22/4c/3a0010_4a0d_cover-2-pokojowe-mieszkanie-warszawa-okecie-ul-marcina-flisa.jpg
Warszawa Mokotów,ul. Cybernetyki,2pok.,42m²,890 000,21 190,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-cybernetyki-2-pokojowe-i3t7a1,https://s2.adresowa.pl/oi/6f/4d/39d542_676a_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-cybernetyki.jpg
Warszawa Mokotów,ul. Bełdan,3pok.,48m²,690 000,14 375,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-beldan-3-pokojowe-k5e8y4,https://s2.adresowa.pl/oi/73/48/39d52a_92bb_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-beldan.jpg
Warszawa Wola,ul. Radziwie,4pok.,75m²,1 500 000,20 000,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-radziwie-4-pokojowe-c5x3b2,https://s2.adresowa.pl/oi/53/64/39ffac_d994_cover-4-pokojowe-mieszkanie-warszawa-wola-ul-radziwie.jpg
Warszawa Ursynów,ul. Stanisława Herbsta,1pok.,31m²,550 000,17 742,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-stanislawa-herbsta-1-pokoj-p1b9k5,https://s2.adresowa.pl/oi/6e/6d/39ffa2_e44d_cover-1-pokojowe-mieszkanie-warszawa-ursynow-ul-stanislawa-herbsta.jpg
Warszawa Koło,ul. Antoniego Dobiszewskiego,1pok.,35m²,590 000,16 857,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-kolo-ul-antoniego-dobiszewskiego-1-pokoj-w9s8i9,https://s2.adresowa.pl/oi/5d/55/39ff72_fb2b_cover-1-pokojowe-mieszkanie-warszawa-kolo-ul-antoniego-dobiszewskiego.jpg
Warszawa Mokotów,ul. Czarnomorska,2pok.,48m²,675 000,14 063,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-czarnomorska-2-pokojowe-d9j7k9,https://s2.adresowa.pl/oi/77/7f/39d506_c2d3_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-czarnomorska.jpg
Warszawa Wilanów,ul. Sarmacka,2pok.,25m²,500 000,20 000,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-wilanow-ul-sarmacka-2-pokojowe-o4g0f2,https://s2.adresowa.pl/oi/22/65/39d4dc_82ac_cover-2-pokojowe-mieszkanie-warszawa-wilanow-ul-sarmacka.jpg
Warszawa Rakowiec,ul. Gorlicka,1pok.,27m²,605 000,22 407,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-rakowiec-ul-gorlicka-1-pokoj-i9d1w0,https://s2.adresowa.pl/oi/2c/2e/39ff5a_6dbe_cover-1-pokojowe-mieszkanie-warszawa-rakowiec-ul-gorlicka.jpg
Warszawa Targówek,ul. Zamiejska,2pok.,50m²,795 000,15 996,owner,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-zamiejska-2-pokojowe-g3y3w9,https://s2.adresowa.pl/oi/45/4b/39ff44_b379_cover-2-pokojowe-mieszkanie-warszawa-targowek-ul-zamiejska.jpg
Warszawa Bielany,ul. Literacka,3pok.,65m²,1 195 000,18 385,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-literacka-3-pokojowe-k0m7c7,https://s2.adresowa.pl/oi/79/69/39feea_89a2_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-literacka.jpg
Warszawa Targówek,ul. Władysława Syrokomli,2pok.,41m²,640 000,15 610,owner,ponad tydzień temu,11,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-wladyslawa-syrokomli-2-pokojowe-d0o1o0,https://s2.adresowa.pl/oi/66/32/39d4ca_79db_cover-2-pokojowe-mieszkanie-warszawa-targowek-ul-wladyslawa-syrokomli.jpg
Warszawa Mokotów,ul. Czerniakowska,2pok.,38m²,550 000,14 589,owner,ponad tydzień temu,2,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-czerniakowska-2-pokojowe-a6a3f9,https://s2.adresowa.pl/oi/56/11/39d4a8_3707_cover-2-pokojowe-mieszkanie-warszawa-mokotow-ul-czerniakowska.jpg
Warszawa Gocław,ul. Stanisława Rogalskiego,5pok.,111m²,1 150 000,10 360,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-goclaw-ul-stanislawa-rogalskiego-5-pokojowe-t3f7q5,https://s2.adresowa.pl/oi/7c/6f/39fede_f5f4_cover-5-pokojowe-mieszkanie-warszawa-goclaw-ul-stanislawa-rogalskiego.jpg
Warszawa Grochów,,1pok.,23m²,367 900,15 996,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-grochow-1-pokoj-23-m2-b1c1m1,https://s2.adresowa.pl/oi/39/1a/39fbf4_b848_cover-1-pokojowe-mieszkanie-warszawa-grochow.jpg
Warszawa Saska Kępa,al. Stanów Zjednoczonych,4pok.,94m²,1 598 000,17 000,owner,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-warszawa-saska-kepa-al-stanow-zjednoczonych-4-pokojowe-u9b8y5,https://s2.adresowa.pl/oi/1d/72/39fbf0_7af4_cover-4-pokojowe-mieszkanie-warszawa-saska-kepa-al-stanow-zjednoczonych.jpg
Warszawa Ochota,ul. Włodarzewska,2pok.,50m²,1 025 000,20 640,owner,ponad tydzień temu,23,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-wlodarzewska-2-pokojowe-d1r8d0,https://s2.adresowa.pl/oi/50/4f/39d4a6_f3ec_cover-2-pokojowe-mieszkanie-warszawa-ochota-ul-wlodarzewska.jpg
Warszawa Mokotów,ul. Przy Bernardyńskiej Wodzie,4pok.,65m²,990 000,15 349,owner,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-przy-bernardynskiej-wodzie-4-pokojowe-t4d7a5,https://s2.adresowa.pl/oi/51/73/39d36c_f375_cover-4-pokojowe-mieszkanie-warszawa-mokotow-ul-przy-bernardynskiej-wodzie.jpg
Warszawa Praga-Północ,ul. Szwedzka,3pok.,60m²,1 700 000,28 333,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-szwedzka-3-pokojowe-a3k2j2,https://s2.adresowa.pl/oi/3f/21/39fa66_46ab_cover-3-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-szwedzka.jpg
Warszawa Praga-Południe,ul. Igańska,4pok.,84m²,1 085 000,12 978,owner,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-iganska-4-pokojowe-o4f9p8,https://s2.adresowa.pl/oi/44/5f/39f9c2_9ee8_cover-4-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-iganska.jpg
Warszawa Praga-Północ,ul. Białostocka,4pok.,72m²,970 000,13 510,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-praga-polnoc-ul-bialostocka-4-pokojowe-a9f9z4,https://s2.adresowa.pl/oi/7b/63/39f9c4_b0ca_cover-4-pokojowe-mieszkanie-warszawa-praga-polnoc-ul-bialostocka.jpg
Warszawa Bielany,ul. Wojciecha Bogusławskiego,4pok.,73m²,910 000,12 466,owner,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-wojciecha-boguslawskiego-4-pokojowe-d2s1t5,https://s2.adresowa.pl/oi/29/6e/39d12e_a7d2_cover-4-pokojowe-mieszkanie-warszawa-bielany-ul-wojciecha-boguslawskiego.jpg
Warszawa Ursynów,ul. Villardczyków,1pok.,35m²,616 000,17 500,owner,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-villardczykow-1-pokoj-t3c2u7,https://s2.adresowa.pl/oi/22/2f/39d0fe_8a5b_cover-1-pokojowe-mieszkanie-warszawa-ursynow-ul-villardczykow.jpg
Warszawa Targówek,ul. Złotopolska,3pok.,53m²,689 000,13 000,owner,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-zlotopolska-3-pokojowe-m4b5e9,https://s2.adresowa.pl/oi/32/78/38ef88_e2fd_cover-3-pokojowe-mieszkanie-warszawa-targowek-ul-zlotopolska.jpg
Warszawa Białołęka,ul. Krzyżówki,2pok.,48m²,809 000,16 996,owner,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-krzyzowki-2-pokojowe-z6o6a6,https://s2.adresowa.pl/oi/6f/63/39f954_2c5f_cover-2-pokojowe-mieszkanie-warszawa-bialoleka-ul-krzyzowki.jpg
Warszawa Mokotów,ul. Puławska,3pok.,78m²,1 700 000,21 885,owner,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-pulawska-3-pokojowe-j5p0w9,https://s2.adresowa.pl/oi/66/79/39f8f2_d93a_cover-3-pokojowe-mieszkanie-warszawa-mokotow-ul-pulawska.jpg
,,,,,,unknown,,,https://adresowo.pl/mieszkania/warszawa/bemowo-g/,
Warszawa Saska Kępa,ul. Meksykańska,2pok.,39m²,725 000,18 590,owner,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-warszawa-saska-kepa-ul-meksykanska-2-pokojowe-n8w8c7,https://s2.adresowa.pl/oi/7e/70/39f830_544c_cover-2-pokojowe-mieszkanie-warszawa-saska-kepa-ul-meksykanska.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Żoliborz,ul. Ludwika Rydygiera,3pok.,89m²,2 545 000,28 596,owner,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-ul-ludwika-rydygiera-3-pokojowe-i4r8n2,https://s2.adresowa.pl/oi/34/43/39d0fa_f5f2_cover-3-pokojowe-mieszkanie-warszawa-zoliborz-ul-ludwika-rydygiera.jpg
Warszawa Żoliborz,al. Wojska Polskiego,2pok.,44m²,890 000,20 186,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-zoliborz-al-wojska-polskiego-2-pokojowe-z5v3h9,https://s2.adresowa.pl/oi/76/7b/39cd7e_de1e_cover-2-pokojowe-mieszkanie-warszawa-zoliborz-al-wojska-polskiego.jpg
Warszawa Grochów,ul. Augustyna Kordeckiego,1pok.,28m²,479 000,17 107,owner,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-warszawa-grochow-ul-augustyna-kordeckiego-1-pokoj-s0v7b8,https://s2.adresowa.pl/oi/5d/49/39f82c_b347_cover-1-pokojowe-mieszkanie-warszawa-grochow-ul-augustyna-kordeckiego.jpg
Warszawa Wola,ul. Kolska,3pok.,93m²,2 850 000,30 744,owner,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-kolska-3-pokojowe-d3b2p6,https://s2.adresowa.pl/oi/25/6f/39f81a_d251_cover-3-pokojowe-mieszkanie-warszawa-wola-ul-kolska.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Tarchomin,,3pok.,66m²,840 000,12 824,owner,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-warszawa-tarchomin-3-pokojowe-65-m2-w4g8q2,https://s2.adresowa.pl/oi/5d/3d/39f79a_47d6_cover-3-pokojowe-mieszkanie-warszawa-tarchomin.jpg
Warszawa Bielany,ul. Marymoncka,3pok.,49m²,630 000,12 990,owner,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-warszawa-bielany-ul-marymoncka-3-pokojowe-h4x4i2,https://s2.adresowa.pl/oi/3f/70/39c732_f4b7_cover-3-pokojowe-mieszkanie-warszawa-bielany-ul-marymoncka.jpg
Warszawa Targówek,ul. Aleksandra Gajkowicza,3pok.,56m²,709 520,12 670,owner,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-aleksandra-gajkowicza-3-pokojowe-o0u6k8,https://s2.adresowa.pl/oi/59/1c/39c568_5b25_cover-3-pokojowe-mieszkanie-warszawa-targowek-ul-aleksandra-gajkowicza.jpg
Warszawa Praga-Południe,ul. Szklanych Domów,2pok.,36m²,493 450,13 900,owner,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-warszawa-praga-poludnie-ul-szklanych-domow-2-pokojowe-a8r1o9,https://s2.adresowa.pl/oi/64/56/39f72a_87c2_cover-2-pokojowe-mieszkanie-warszawa-praga-poludnie-ul-szklanych-domow.jpg
,,,,,,unknown,,,,
,,,,,,unknown,,,,
Warszawa Włochy,ul. Bakalarska,2pok.,45m²,765 000,17 000,owner,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-warszawa-wlochy-ul-bakalarska-2-pokojowe-h3c2j9,https://s2.adresowa.pl/oi/67/50/39d5ae_f250_cover-2-pokojowe-mieszkanie-warszawa-wlochy-ul-bakalarska.jpg
